question,domain,topic
Why does a B+ tree remain balanced even after multiple insertions and deletions?,DBMS,B-Trees / B+ Trees
How would you perform a range query efficiently using a B+ tree index?,DBMS,B-Trees / B+ Trees
What is the process of splitting a node when a B+ tree becomes full during insertion?,DBMS,B-Trees / B+ Trees
Why is a B+ tree preferred over a binary search tree for disk-based indexing?,DBMS,B-Trees / B+ Trees
How does the order of a B+ tree influence its fan-out and overall height?,DBMS,B-Trees / B+ Trees
What happens during node merging when a deletion causes underflow in a B+ tree?,DBMS,B-Trees / B+ Trees
How does hash indexing differ from B+ tree indexing in terms of supporting range queries?,DBMS,Hash Indexing
Why is hash indexing particularly efficient for exact-match queries?,DBMS,Hash Indexing
What is the impact of hash collisions on the performance of a hash index?,DBMS,Hash Indexing
How does extendible hashing handle the growth of a hash index over time?,DBMS,Hash Indexing
Why is hash indexing generally unsuitable for queries involving sorting or ranges?,DBMS,Hash Indexing
How would you decide between a hash index and a B+ tree index for a given column?,DBMS,Hash Indexing
What are the main steps involved in processing an SQL query within a DBMS?,DBMS,Query Processing
How does a query parser transform an SQL statement into an internal representation?,DBMS,Query Processing
What is the role of the query optimizer during query processing?,DBMS,Query Processing
How does a database system generate multiple execution plans for the same query?,DBMS,Query Processing
Why is estimating the cost of different execution plans important during query processing?,DBMS,Query Processing
What is the difference between logical and physical query plans?,DBMS,Query Processing
How does the query execution engine use the chosen plan to retrieve results?,DBMS,Query Processing
Why can two syntactically different queries produce the same execution plan?,DBMS,Query Processing
What is the primary goal of query optimization in a database system?,DBMS,Query Optimization
How does a query optimizer use statistics about table size and data distribution?,DBMS,Query Optimization
Why might rewriting a query using joins instead of subqueries improve performance?,DBMS,Query Optimization
How does the order of joins affect the overall cost of executing a multi-table query?,DBMS,Query Optimization
What is the role of an execution plan in understanding how a query optimizer processes a query?,DBMS,Query Optimization
Why can adding an index sometimes fail to improve the performance of a poorly written query?,DBMS,Query Optimization
How would you use the EXPLAIN command to analyze the performance of a slow query?,DBMS,Query Optimization
What is the difference between rule-based and cost-based query optimization?,DBMS,Query Optimization
How does selecting only the necessary columns instead of using SELECT star aid optimization?,DBMS,Query Optimization
Why might filtering data early in a query improve overall execution efficiency?,DBMS,Query Optimization
How does query optimization differ when working with distributed databases compared to a single server?,DBMS,Query Optimization
What is the significance of avoiding functions on indexed columns within WHERE clauses for optimization?,DBMS,Query Optimization
"What is a transaction, and why is it treated as a single logical unit of work?",DBMS,Transactions
How does a transaction ensure that partial updates are not visible to other users?,DBMS,Transactions
What is the difference between an implicit and an explicit transaction?,DBMS,Transactions
How would you design a transaction to transfer funds between two bank accounts safely?,DBMS,Transactions
Why must a transaction either fully complete or have no effect at all?,DBMS,Transactions
What is the significance of the transaction log in supporting rollback operations?,DBMS,Transactions
How does a long-running transaction affect the performance of other concurrent transactions?,DBMS,Transactions
Why is it important to keep transactions as short as possible in high-concurrency systems?,DBMS,Transactions
How would you handle a transaction that fails midway due to a system crash?,DBMS,Transactions
What is the difference between a nested transaction and a flat transaction?,DBMS,Transactions
How does a transaction interact with locking mechanisms to maintain consistency?,DBMS,Transactions
Why might a transaction be rolled back even after some of its statements have executed successfully?,DBMS,Transactions
How would you explain the concept of a transaction boundary to someone new to databases?,DBMS,Transactions
What does the atomicity property of a transaction guarantee about its execution?,DBMS,ACID Properties
How does the consistency property ensure that a database moves from one valid state to another?,DBMS,ACID Properties
What is the significance of isolation in preventing transactions from interfering with each other?,DBMS,ACID Properties
Why is durability critical once a transaction has been committed?,DBMS,ACID Properties
How would you explain a scenario where violating atomicity could corrupt a database?,DBMS,ACID Properties
What is the relationship between isolation levels and the strictness of the isolation property?,DBMS,ACID Properties
How does durability rely on mechanisms such as write-ahead logging?,DBMS,ACID Properties
Why might a system sacrifice strict consistency for performance in certain distributed scenarios?,DBMS,ACID Properties
How would you demonstrate the importance of ACID properties using a bank transfer example?,DBMS,ACID Properties
What happens to a transaction's changes if a power failure occurs before it commits?,DBMS,ACID Properties
